# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		90061		2169		2111
1		60492		3468		2051
2		51203		4129		2017
3		46436		4554		2025
4		44738		4799		2038
5		43684		4979		2047
6		43305		5106		2040
7		42786		5193		2040
8		42464		5282		2038
9		42296		5361		2034
10		42186		5420		2031
11		42130		5453		2031
12		42028		5493		2034
13		41904		5528		2036
14		41822		5570		2033
15		41798		5592		2035
16		41677		5628		2036
17		41617		5659		2036
18		41600		5676		2043
19		41572		5698		2036
20		41564		5714		2036
21		41555		5727		2033
22		41553		5738		2034
23		41519		5758		2033
24		41511		5771		2032
25		41480		5788		2033
26		41471		5800		2032
27		41467		5807		2032
28		41474		5814		2033
29		41464		5819		2038
30		41465		5823		2037
31		41472		5829		2035
32		41473		5832		2035
33		41467		5837		2037
34		41466		5842		2039
35		41464		5849		2040
36		41465		5854		2036
37		41470		5857		2037
38		41402		5864		2037
39		41386		5869		2036
40		41386		5871		2036
41		41378		5875		2032
42		41405		5884		2028
43		41401		5888		2026
44		41400		5893		2024
45		41403		5894		2025
46		41398		5895		2025
47		41396		5896		2024
48		41395		5898		2025
49		41387		5900		2024
50		41387		5901		2025
51		41386		5902		2025
52		41386		5903		2024
53		41376		5905		2027
54		41370		5909		2027
55		41370		5909		2027
56		41353		5910		2026
57		41349		5912		2027
58		41348		5913		2028
59		41348		5913		2028
60		41348		5913		2028
61		41347		5914		2028
62		41347		5914		2028
63		41336		5916		2026
64		41336		5916		2026
65		41333		5917		2027
66		41333		5917		2027
67		41333		5917		2027
68		41333		5917		2027
69		41333		5917		2027
70		41333		5917		2027
71		41331		5918		2027
72		41332		5919		2028
73		41332		5919		2028
74		41332		5919		2028
75		41332		5919		2028
76		41332		5919		2028
77		41332		5919		2028
78		41338		5920		2028
79		41338		5920		2028
80		41338		5920		2028
81		41338		5920		2028
82		41337		5921		2028
83		41337		5921		2028
84		41337		5921		2028
85		41330		5923		2029
86		41330		5923		2029
87		41330		5923		2029
88		41330		5923		2029
89		41330		5923		2029
90		41344		5925		2028
91		41332		5927		2025
92		41332		5927		2025
93		41332		5927		2025
94		41332		5927		2025
95		41332		5927		2025
96		41332		5927		2025
97		41332		5927		2025
98		41334		5928		2025
99		41334		5928		2025
100		41334		5928		2025
101		41334		5928		2025
102		41334		5928		2025
103		41334		5928		2025
104		41334		5928		2025
105		41334		5928		2025
106		41334		5928		2025
107		41334		5928		2025
108		41334		5928		2025
109		41334		5928		2025
110		41334		5928		2025
111		41334		5928		2025
112		41334		5928		2025
113		41334		5928		2025
114		41334		5928		2025
115		41334		5928		2025
116		41334		5928		2025
117		41334		5928		2025
118		41334		5928		2025
119		41331		5929		2026
120		41331		5929		2026
121		41331		5929		2026
122		41331		5929		2026
123		41331		5929		2026
124		41331		5929		2026
125		41331		5929		2026
126		41331		5929		2026
127		41331		5929		2026
128		41331		5929		2026
129		41331		5929		2026
130		41331		5929		2026
131		41331		5929		2026
132		41331		5929		2026
133		41331		5929		2026
134		41331		5929		2026
135		41331		5929		2026
136		41331		5929		2026
137		41331		5929		2026
138		41331		5929		2026
139		41331		5929		2026
140		41331		5929		2026
141		41331		5929		2026
142		41331		5929		2026
143		41331		5929		2026
144		41331		5929		2026
145		41331		5929		2026
146		41331		5929		2026
147		41331		5929		2026
148		41331		5929		2026
149		41331		5929		2026
150		41331		5929		2026
151		41331		5929		2026
152		41331		5929		2026
153		41331		5929		2026
154		41331		5929		2026
155		41331		5929		2026
156		41331		5929		2026
157		41331		5929		2026
158		41331		5929		2026
159		41331		5929		2026
160		41331		5929		2026
161		41331		5929		2026
162		41331		5929		2026
163		41331		5929		2026
164		41331		5929		2026
165		41331		5929		2026
166		41331		5929		2026
167		41331		5929		2026
168		41331		5929		2026
169		41331		5929		2026
170		41331		5929		2026
171		41331		5929		2026
172		41331		5929		2026
173		41331		5929		2026
174		41331		5929		2026
175		41331		5929		2026
176		41331		5929		2026
177		41331		5929		2026
178		41331		5929		2026
